post_text,post_id,user_id,username,reply_to_post_num,topic_id,post_num,reply_count,created_at,updated_at,num_reads,topic_slug,forum_name
"Hi Quickfile Team,  You never replied to this post and I am also interested in a quickfile app for integromat. Do you have any plans for the future to work with integromat or to provide an app for this platform?  Could you may move this request to features so people have the chance to vote for it, please? Thank you. ",128792,10457,rhc,,33501,2,0,2020-05-21T09:18:33.604Z,2020-05-21T09:18:33.604Z,10,integromat-integration-please-upvote-quickfile-on-their-website,quickfile
"Hello I have an active feed with Starling bank but it does not seem to be working.  The feed is missing today’s and yesterdays transactions. I have contacted Starling and they said “As Quick File is not a partner with us though Market Place, unfortunately we are unable to assist with the matter. But from an API standpoint there are no reported  errors” Any help would be greatly appreciated Thank You ",125677,13691,syntaxlink,,34640,1,0,2020-04-03T08:22:10.181Z,2020-04-03T08:42:22.114Z,12,starling-feed-missing-card-transactions,quickfile
"Hi [@syntaxlink](/u/syntaxlink) What type of transactions are missing? For example, are they card transactions, direct debits, etc.? ",125679,3328,QFMathew,,34640,2,1,2020-04-03T08:32:15.420Z,2020-04-03T08:32:56.162Z,12,starling-feed-missing-card-transactions,quickfile
Hi [@QFMathew](/u/qfmathew) Card transactions Thanks ,125682,13691,syntaxlink,2,34640,3,1,2020-04-03T08:39:22.321Z,2020-04-03T08:39:22.321Z,12,starling-feed-missing-card-transactions,quickfile
"Thanks for confirming. Card transactions are a bit different to other transactions. QuickFile should reflect your bank statement rather than the transaction list you see in the Starling app. All card transactions are “Pending” until they completely clear, at which point, they’ll appear in QuickFile. There are actually 2 parts to the Starling feed:  * Webhooks - where Starling notifies us the transaction takes place (similar to the notification you see on your phone)  * Overnight feed - Which picks up any finalised card transactions So if the card transaction finalises today for example, it should appear overnight tonight. Hope that helps! ",125683,3328,QFMathew,3,34640,4,1,2020-04-03T08:41:24.887Z,2020-04-03T08:41:24.887Z,12,starling-feed-missing-card-transactions,quickfile
Hi [@QFMathew](/u/qfmathew) Thank you for the info.  Why does QF only do 1 feed update? (Overnight feed) Would a 12 noon and overnight feed update make more sense? Thank You ,125685,13691,syntaxlink,,34640,5,1,2020-04-03T08:55:19.583Z,2020-04-03T08:55:19.583Z,12,starling-feed-missing-card-transactions,quickfile
"Most of the transactions are picked up from the web hook, it’s only card transactions that are delayed. The overnight feed matches what we offer for other banks (HSBC, Barclays, etc) who don’t offer a webhook of any kind. ",125686,3328,QFMathew,5,34640,6,1,2020-04-03T08:58:03.670Z,2020-04-03T08:58:03.670Z,12,starling-feed-missing-card-transactions,quickfile
Thank You for the info ![:+1:](https://community.quickfile.co.uk/images/emoji/twitter/+1.png?v=9) ,125687,13691,syntaxlink,6,34640,7,0,2020-04-03T08:58:39.999Z,2020-04-03T08:58:39.999Z,12,starling-feed-missing-card-transactions,quickfile
"Really useful bit of info this, I was just thinking my feed was broken but all the missing transactions are card ![:slight_smile:](https://community.quickfile.co.uk/images/emoji/twitter/slight_smile.png?v=9) ",128796,376,u4h37u,4,34640,8,0,2020-05-21T10:59:19.168Z,2020-05-21T10:59:19.168Z,9,starling-feed-missing-card-transactions,quickfile
"I’ve just registered my company for PAYE.  Just learning, and it seems I need PAYE software.  Does Quickfile do PAYE, or do I need a separate software/service? ",97481,9216,ScrumpyJack,,27588,1,0,2019-04-24T09:21:05.410Z,2019-04-24T09:21:05.410Z,51,quickfile-and-paye,quickfile
You would need separate PAYE software ,97482,601,FaradayKeynes,,27588,2,0,2019-04-24T09:22:06.866Z,2019-04-24T09:22:06.866Z,51,quickfile-and-paye,quickfile
Hi [@ScrumpyJack](/u/scrumpyjack) We do link up with The Payroll Site which may be of interest:  [The Payroll Site - Setup](https://community.quickfile.co.uk/t/the-payroll- site-setup/8984) ,97485,3328,QFMathew,,27588,3,0,2019-04-24T09:22:54.526Z,2019-04-24T09:22:54.526Z,50,quickfile-and-paye,quickfile
"Aha, found lots of threads when searching for the term Payroll on this forum. I had been searching the term PAYE and didn’t get much in return ![:slight_smile:](https://community.quickfile.co.uk/images/emoji/twitter/slight_smile.png?v=9) ",97487,9216,ScrumpyJack,,27588,4,0,2019-04-24T09:31:35.337Z,2019-04-24T09:31:35.337Z,49,quickfile-and-paye,quickfile
Can anyone suggest some geeky Payroll online software with an API?  Something with the Quickfile 1990s look and feel ![:wink:](https://community.quickfile.co.uk/images/emoji/twitter/wink.png?v=9) ,97488,9216,ScrumpyJack,,27588,5,1,2019-04-24T09:33:37.979Z,2019-04-24T09:34:03.992Z,48,quickfile-and-paye,quickfile
I use [MyPAYE.co.uk](http://MyPAYE.co.uk) and I’m happy to share the scripts I use to pull payroll data from their API and push it into QuickFile’s if you’re interested. ,97518,501,ian_roberts,5,27588,6,1,2019-04-24T12:22:00.929Z,2019-04-24T12:22:00.929Z,46,quickfile-and-paye,quickfile
"Hi [ian_roberts](https://community.quickfile.co.uk/u/ian_roberts),  Do you use a special software or app to run your script, or can you add this script in quickfile somewhere and somehow? Thank you ",128793,10457,rhc,6,27588,7,0,2020-05-21T09:26:21.171Z,2020-05-21T09:26:21.171Z,12,quickfile-and-paye,quickfile
"My scripts for this are here: [gist.github.com](https://gist.github.com/ianroberts/67604a2115ef2b1722c492c61f319e94) #### <https://gist.github.com/ianroberts/67604a2115ef2b1722c492c61f319e94> ##### ListPayrolls.groovy        /*   * Helper script to determine the ""payrollId"" parameter - fill in the rest of   * config.groovy first, then run this script to list your payrolls and copy   * the relevant ID into the config for use by ProcessPayroll.groovy.   */   import groovyx.net.http.*   import static groovyx.net.http.ContentType.*     println ""Loading config""   def config = new ConfigSlurper().parse(new URL(""file:config.groovy"")) This file has been truncated. [show original](https://gist.github.com/ianroberts/67604a2115ef2b1722c492c61f319e94) ##### ProcessPayroll.groovy        /*   * Main script to process a payroll run and create a journal and (optional)   * bank payment transactions in QuickFile. Expects one parameter for the   * week or month number to process, the rest of the parameters are set in   * config.groovy.   */   @Grab(group='org.codehaus.groovy.modules.http-builder', module='http-builder', version='0.7.1')   import groovyx.net.http.*   import static groovyx.net.http.ContentType.*    This file has been truncated. [show original](https://gist.github.com/ianroberts/67604a2115ef2b1722c492c61f319e94) ##### README.md        # MyPAYE -> QuickFile integration     This is a Groovy script to pull payroll data from [MyPAYE](https://www.mypaye.co.uk) and use   it to create a journal and optionally a set of bank transactions in the   [QuickFile](https://www.quickfile.co.uk) accounting package. The MyPAYE API is documented   [here](https://www.mypaye.co.uk/Secure/Help/XMLWebServices/XMLWebServices.pdf) (PDF),   it's fairly straightforward if a bit clunky, and has a couple of weird things (like the payload   you `POST` has to be XML but the `Content-Type` has to be form-urlencoded...) but it wasn't   too difficult for me to get working.    This file has been truncated. [show original](https://gist.github.com/ianroberts/67604a2115ef2b1722c492c61f319e94) There are more than three files. [show original](https://gist.github.com/ianroberts/67604a2115ef2b1722c492c61f319e94) I’m a programmer in my “day job” so I tend to prototype things as command line applications (as these are the simplest type to write when starting out on a new project) and only add a GUI or deeper integration with other things when I have reason to go beyond the prototype. So this “integration” is actually a command-line script written in Groovy. I’ve just updated the README file to hopefully explain it all step by step but feel free to PM me if you have problems with it. ",128795,501,ian_roberts,,27588,8,1,2020-05-21T10:38:38.063Z,2020-05-21T10:38:38.063Z,12,quickfile-and-paye,quickfile
"Hi [ian_roberts](https://community.quickfile.co.uk/t/quickfile-and- paye/27588/8),  Thank you very much for your reply, it is very much appreciated. ",128800,10457,rhc,8,27588,9,0,2020-05-21T14:18:04.210Z,2020-05-21T14:18:04.210Z,12,quickfile-and-paye,quickfile
"As far as I can tell, there’s no way to add team members who only have access to create and view records tagged to a specific project. Is this something that could feasibly be implemented?  Jon ",128799,8920,jontrev,,35443,1,0,2020-05-21T14:15:31.298Z,2020-05-21T14:15:52.359Z,12,give-user-access-only-for-specific-projects,quickfile
"Hi [@jontrev](/u/jontrev) You’re right in that it’s not possible at the moment. Personally, I think this could be complex to implement. But we’ll leave this open, and if there’s enough interest from the community, we can take a look at the feasibility of this. ",128801,3328,QFMathew,,35443,2,0,2020-05-21T14:19:00.427Z,2020-05-21T14:20:27.161Z,12,give-user-access-only-for-specific-projects,quickfile
"Hi, What is the best way to deal with purchases made in Euros that are made using a GBP debit card? I have set up the purchase invoice in euros, so when I try to tag the GBP amount it doesn’t find the purchase invoice, even when I search by supplier name. I have tried going into the purchase invoice and logging the payment stating the Euro and GBP amount. The PI then shows as paid but when I go into the bank account the GBP amount still shows as untagged and I am unable to tag it. I’m thinking that I am better off just setting up the purchase invoices with the GBP amount that has been debited from the GBP account, i.e. treating it as a GBP transaction. I am guessing that the option to set up a Euro purchase invoice is just to use for the Euro bank account transactions? Any help would be much appreciated. ",55422,6127,NickyH,,15515,1,1,2017-02-13T17:16:30.092Z,2020-05-22T10:26:38.185Z,19,tagging-euro-purchase-invoices-to-gbp-bank-account,quickfile
"Hi [@NickyH](/u/nickyh) As the invoice is a different currency to the bank account, logging the payment from the invoice itself would be the correct way to handle this. This will however create a duplicate transaction. You can then delete the duplicate untagged entry. Hope that helps, but please let us know if you need further help. ",55426,3328,QFMathew,,15515,2,0,2017-02-13T18:11:27.349Z,2017-02-13T18:11:27.349Z,18,tagging-euro-purchase-invoices-to-gbp-bank-account,quickfile
"![](https://community.quickfile.co.uk/letter_avatar_proxy/v4/letter/n/57b2e6/40.png) NickyH: > when I try to tag the GBP amount it doesn’t find the purchase invoice [@NickyH](/u/nickyh) just to let you know, we now support the tagging of non- GBP invoices from a GBP bank account. More info on that here. [Bank tagging for non-GBP invoices](https://community.quickfile.co.uk/t/bank- tagging-for-non-gbp-invoices/34881/5) ",128815,2,Glenn,,15515,3,0,2020-05-21T20:33:09.610Z,2020-05-21T20:33:09.610Z,5,tagging-euro-purchase-invoices-to-gbp-bank-account,quickfile
This topic was automatically closed after 3 days. New replies are no longer allowed. ,128934,3328,QFMathew,,15515,4,0,2020-05-25T17:00:03.319Z,2020-05-25T17:00:03.319Z,1,tagging-euro-purchase-invoices-to-gbp-bank-account,quickfile
I have an invoice to a client that is in Euros and they have paid in sterling but it doesn’t appear when I tag the payment. How do I log this payment against the invoice? Thank you ,5256,267,eftlizzie,,1679,1,0,2014-01-31T10:22:18.635Z,2014-01-31T10:22:18.635Z,26,invoice-paid-in-sterling-against-invoice-created-in-euros,quickfile
"You can’t do this directly from bank tagging. However the guide below applies, even though this is for a purchase invoice, same principle applies for sales invoices. <http://community.quickfile.co.uk/t/paying-euro-supplier-invoices-in- gbp/1300/2> ",5261,2,Glenn,,1679,2,1,2014-01-31T11:08:26.994Z,2014-01-31T11:08:26.994Z,26,invoice-paid-in-sterling-against-invoice-created-in-euros,quickfile
Make sure to delete the duplicate untagged transaction on the bank after. ,5265,13,Joe,2,1679,3,0,2014-01-31T11:41:50.024Z,2014-01-31T11:41:50.024Z,25,invoice-paid-in-sterling-against-invoice-created-in-euros,quickfile
Thank you I have done that and its worked. ,5273,267,eftlizzie,,1679,4,0,2014-01-31T13:58:12.856Z,2014-01-31T13:58:12.856Z,24,invoice-paid-in-sterling-against-invoice-created-in-euros,quickfile
 ,5282,2,Glenn,,1679,5,0,2014-01-31T14:56:03.652Z,2014-01-31T14:56:03.652Z,22,invoice-paid-in-sterling-against-invoice-created-in-euros,quickfile
"[@eftlizzie](/u/eftlizzie) just to let you know, we now support the tagging of non-GBP invoices from a GBP bank account. There’s more information on this at the following link. [Bank tagging for non-GBP invoices](https://community.quickfile.co.uk/t/bank- tagging-for-non-gbp-invoices/34881/5) ",128816,2,Glenn,,1679,6,0,2020-05-21T20:35:59.773Z,2020-05-21T20:35:59.773Z,6,invoice-paid-in-sterling-against-invoice-created-in-euros,quickfile
"Hi, I have posted purchase invoice in Euro but when I am trying to tag bank transaction (in pounds) to this invoice after picking up a supplier the system gives me information that this supplier has no outstanding invoices to pay. When I get back to the supplier it definitely has an unpaid invoice there. When I made payment on account for this supplier and got back to him the payment on account is there as a prepayment, the unpaid invoice is still there (already converted into pounds) but I can’t see the way how to match them two to make invoice paid. Can you guide me through this please? ",78582,8685,Iwona1,,21970,1,0,2018-07-17T16:16:03.734Z,2018-07-17T16:16:03.734Z,12,cant-pay-purchase-invoice-in-foreign-currency,quickfile
"You have to record cross-currency payments starting from the purchase itself - “log payment” on the purchase and you will have the option to set the foreign currency amount and the appropriate GBP amount and QuickFile will handle the exchange rate loss or gain. This will create a new pre-tagged transaction on the bank account, you then delete the untagged duplicate one. With the prepayment, I suspect what happened is that you tagged the transaction as a GBP prepayment, which can’t them be used to pay down an invoice in another currency. You _can_ create a EUR (or whatever) prepayment from a GBP bank account but again this has to be initiated from “new prepayment” on the supplier control panel rather than by tagging a bank transaction. ",78595,501,ian_roberts,,21970,2,0,2018-07-17T19:36:00.722Z,2018-07-17T19:39:40.832Z,11,cant-pay-purchase-invoice-in-foreign-currency,quickfile
This topic was automatically closed after 7 days. New replies are no longer allowed. ,78814,-1,system,,21970,3,0,2018-07-24T16:16:12.866Z,2018-07-24T16:16:12.866Z,8,cant-pay-purchase-invoice-in-foreign-currency,quickfile
"[@Iwona1](/u/iwona1) just to let you know, we now support the tagging of non- GBP invoices from a GBP bank account. There’s more information on this at the following link. [Bank tagging for non-GBP invoices](https://community.quickfile.co.uk/t/bank- tagging-for-non-gbp-invoices/34881/5) ",128817,2,Glenn,,21970,4,0,2020-05-21T20:36:53.901Z,2020-05-21T20:36:53.901Z,6,cant-pay-purchase-invoice-in-foreign-currency,quickfile
"Hello, I have imported all transactions from my GBP current account and tried to tag one with a purchase invoice in EUR. I have already tried several options but none of them seems to give the expected results. Option 1: Start with Enter new purchase, fill all details including payment from current account in GBP. This creates a new, double entry in the current account which was of course not on the bank statement. Option 2: Click on Tag me on the existing record in the current account, Payment to a supplier. This displays a message No Matching Purchase Invoices, even if there is one in EUR, so had to continue with Create new invoice. I could not create any invoice in EUR, only in GBP. Please advise. I am searching for a solution which does not require manual deletion of any record previously imported from my bank account statement. ",68459,7523,corvinn,,19176,1,0,2017-12-08T14:45:26.535Z,2017-12-08T14:45:26.535Z,10,tagging-foreign-currency-invoice,quickfile
"There is no such solution, you have to log payment from the invoice side (either at creation time or later), then delete the duplicate untagged transaction. If your concern is that you want the description texts to stay as they are on the bank import then there’s nothing to stop you editing the description of the pre-tagged transaction after it has been created. Edit: technically I suppose you could use a dummy bank account to bridge the gap, logging the euro payment from the invoice side against that account and then tagging the imported transaction as a bank transfer, but the method I suggested above would be simpler. ",68461,501,ian_roberts,,19176,2,0,2017-12-08T14:50:02.142Z,2017-12-08T14:53:37.705Z,10,tagging-foreign-currency-invoice,quickfile
This topic was automatically closed after 7 days. New replies are no longer allowed. ,68790,-1,system,,19176,3,0,2017-12-15T14:45:38.131Z,2017-12-15T14:45:38.131Z,6,tagging-foreign-currency-invoice,quickfile
"[@corvinn](/u/corvinn) just to let you know, we now support the tagging of non-GBP invoices from a GBP bank account. I’ve provided more information on this at the following link. [Bank tagging for non-GBP invoices](https://community.quickfile.co.uk/t/bank- tagging-for-non-gbp-invoices/34881/5) ",128818,2,Glenn,,19176,4,0,2020-05-21T20:38:46.709Z,2020-05-21T20:38:46.709Z,7,tagging-foreign-currency-invoice,quickfile
"From Metro :- We have launched a Modified Customer interface that is compliant with PSD2 regulations, companies such as Yodlee can integrate this with their own platforms if they chose to do so. The bank has chosen not to provide Open Banking APIs at this moment in time as it is not required for us to be compliant with regulations. We will be constantly reviewing this and I can update you when there is further information. Does not look as if we will have Open Banking from Metro anytime soon, any chance of Quickfile re-introducing yodlee for Metro so we have connection??? ",128830,8552,jm23bg,,35449,1,0,2020-05-22T10:17:26.280Z,2020-05-22T10:26:06.102Z,7,metro-open-banking-is-it-possible-to-use-yodlee,quickfile
"Hi [@jm23bg](/u/jm23bg) Unfortunately re-introducing Yodlee isn’t a feasible option. But we are keeping an eye on the whole Metro situation, and I’d like to think they will introduce an Open Banking API in the near-future. ",128832,3328,QFMathew,,35449,2,0,2020-05-22T10:25:55.546Z,2020-05-22T10:25:55.546Z,6,metro-open-banking-is-it-possible-to-use-yodlee,quickfile
This topic was automatically closed after 7 days. New replies are no longer allowed. ,129141,-1,system,,35449,3,0,2020-05-29T10:31:49.090Z,2020-05-29T10:31:49.090Z,1,metro-open-banking-is-it-possible-to-use-yodlee,quickfile
"Hi all, i’m moving to Quickfile as it seems very powerful. I have a small property portfolio which I want to grow. I would like to know the best way to set this up.  I have 1 business bank account which i will integrate.  Business strategy: I loaned money to my LTD (directors loan) to buy property 1 then refurbished it (as uninhabitable), mortgaged the property and hand over to agent to let and manage. This process continues to build the portfolio using the mortgage proceeds to fund further purchases and again buying to refurb/refinance/rent. What is the best way to add everything into Quickfile - I would like to be able to run reports on each property to see expenditure/income - i guess this is tagging each property as a separate project to achieve this? Or should I add each property as a separate bank account (as per my prev software)?  I would also like to keep a record of mortgage balances - would this be adding each property as a loan account?  How would you add the outstanding balances as mortgage loans and how would you add the property as assets to the company.  Any information anyone has would be much appreciated ![:+1:](https://community.quickfile.co.uk/images/emoji/twitter/+1.png?v=9) ",128786,14017,elbutio,,35440,1,1,2020-05-20T21:32:48.357Z,2020-05-20T21:48:27.301Z,14,property-portfolio,quickfile
"Hi [@elbutio](/u/elbutio) ![](https://community.quickfile.co.uk/letter_avatar_proxy/v4/letter/e/b5e925/40.png) elbutio: > I would like to be able to run reports on each property to see > expenditure/income - i guess this is tagging each property as a separate > project to achieve this? You’re spot on - projects would be the way to achieve this. You can tag multiple sales and purchase invoices to a project (which you could use one project per property). This will allow you to produce a profit and loss report for each project. ![](https://community.quickfile.co.uk/letter_avatar_proxy/v4/letter/e/b5e925/40.png) elbutio: > I would also like to keep a record of mortgage balances - would this be > adding each property as a loan account? This should be fine. If they’re a liability for the business, then yes, they should be recorded so it’s on your balance sheet. This thread is from a few years back, but the concept still remains. Hopefully this will help setting up the mortgage account: [Accounting for loans](https://community.quickfile.co.uk/t/accounting-for-loans/1375/2). This thread may also help: [Property and motgages](https://community.quickfile.co.uk/t/property-and-motgages/32430/3) ",128835,3328,QFMathew,,35440,2,0,2020-05-22T11:00:51.696Z,2020-05-22T11:00:51.696Z,10,property-portfolio,quickfile
Hello I have a custom email template that is not being used on the New Direct Debit email sent to Clients.  Why is this? Thanks ,128863,13691,syntaxlink,,35455,1,0,2020-05-22T14:36:05.314Z,2020-05-22T14:48:18.867Z,10,new-direct-debit-email-to-use-customised-styling,quickfile
Hi [@syntaxlink](/u/syntaxlink) The direct debit email isn’t one that’s customisable unfortunately. ,128865,3328,QFMathew,,35455,2,1,2020-05-22T14:36:53.531Z,2020-05-22T14:36:53.531Z,10,new-direct-debit-email-to-use-customised-styling,quickfile
Why not… where does it say that?  What a waste of time. ,128866,13691,syntaxlink,2,35455,3,1,2020-05-22T14:37:35.760Z,2020-05-22T14:37:41.758Z,9,new-direct-debit-email-to-use-customised-styling,quickfile
"All customisable emails can be found in **Account Settings** >> **Routine Emails**. With anything around direct debits, there are fairly strict guidelines about what can and can’t be done. So at this time, it’s not one that can be changed unfortunately. ",128867,3328,QFMathew,3,35455,4,1,2020-05-22T14:42:50.795Z,2020-05-22T14:42:50.795Z,9,new-direct-debit-email-to-use-customised-styling,quickfile
"I am sorry but that is rubbish, as you let us copy the URL ",128868,13691,syntaxlink,4,35455,5,1,2020-05-22T14:43:51.405Z,2020-05-22T14:43:51.405Z,8,new-direct-debit-email-to-use-customised-styling,quickfile
"Please accept my apologies - I just checked this with our development team, and you’re right. It’s the pages that follow that are bound to the guidelines, rather than the email itself. I’ve moved this to a [#feature](/c/feature/2) request for the moment. As I mentioned, it’s not something we support, but we can certainly look at adding this in. ",128869,3328,QFMathew,5,35455,6,0,2020-05-22T14:47:59.776Z,2020-05-22T14:47:59.776Z,8,new-direct-debit-email-to-use-customised-styling,quickfile
It is not made clean you cannot edit this email with a Power User Subscription. I feel like you have miss sold me this. ,128870,13691,syntaxlink,,35455,7,1,2020-05-22T14:48:42.136Z,2020-05-22T14:48:42.136Z,8,new-direct-debit-email-to-use-customised-styling,quickfile
"Hi [@syntaxlink](/u/syntaxlink) I’m sorry to hear you feel this way. Editing emails isn’t part of the Power User Subscription. This feature is available to all users under **Account Settings** >> **Routine Emails**. All email templates that can be edited are found on this page, along with the tags that they support (e.g. client name, invoice number, etc.) However, the new direct debit mandate emails can’t be customised here at the moment, but I do agree this would be useful. I’ve asked for someone to review this and see if we can add in support for it. Of course, we’ll let you know if there are any updates on this. ",128871,3328,QFMathew,7,35455,8,0,2020-05-22T15:00:36.141Z,2020-05-22T15:00:36.141Z,8,new-direct-debit-email-to-use-customised-styling,quickfile
This topic was automatically closed after 7 days. New replies are no longer allowed. ,129159,-1,system,,35455,9,0,2020-05-29T14:36:06.776Z,2020-05-29T14:36:06.776Z,1,new-direct-debit-email-to-use-customised-styling,quickfile
"Please forgive me if the topic has already been addressed. I welcome the debtor/creditor reports which can be generated at a specific point in time. However, mine do not seem to agree to the nominal ledger trade debtors and trade creditors codes. I never post journals directly to the nominal ledger, always using the S/L and P/L, so don’t think this is the problem. There seems to be some sort of reconciliation at the bottom of the export, but it is not very informative. The rows are as follows: 2100 balance  Prepayments  Bank  Journal  OB But this doesn’t add up so not a proper reconciliation. Does anyone know what this means please? Any help would be appreciated, thank you. Kind regards  James ",128809,13758,jameswestacott,,35444,1,0,2020-05-21T16:10:20.696Z,2020-05-21T16:10:20.696Z,9,debtor-creditor-balances-not-agreeing-to-nominal-ledger,quickfile
"Hello James. Where are you checking your Nominal Balances?  If you’re looking at the “Categories” screen rather than the “Balance Sheet”, that could be your problem.  Regards  David ",128846,8339,Fauxman24,,35444,2,0,2020-05-22T12:01:14.179Z,2020-05-22T12:01:14.179Z,8,debtor-creditor-balances-not-agreeing-to-nominal-ledger,quickfile
Hi David Thanks for your reply. No I am looking in the Balance sheet. Kind regards  James ,128877,13758,jameswestacott,,35444,3,0,2020-05-22T16:08:27.320Z,2020-05-22T16:08:27.320Z,7,debtor-creditor-balances-not-agreeing-to-nominal-ledger,quickfile
This topic was automatically closed after 7 days. New replies are no longer allowed. ,129093,-1,system,,35444,4,0,2020-05-28T16:10:22.793Z,2020-05-28T16:10:22.793Z,1,debtor-creditor-balances-not-agreeing-to-nominal-ledger,quickfile
"Another vote for bank tagging to work for foreign currency invoices. I appreciate that QF can’t find the invoice as the amount won’t necessarily match, but would it be possible for the manual option _“tag multiple invoices”_ to show o/s invoices when the customer is selected? This could then take the user to the “log payment” screen to be completed as usual. It would just save a lot of time and multiple clicks. Currently, when a payment has been received and uploaded to the bank account, I have to do this after amending the invoice to show the correct exchange rate:  1. Copy the payment description from the bank feed.  2. Go back to the invoice and click “log payment” - complete this  3. Go back to the bank statement, paste the description on the entry created from the “log payment”.  4. Delete the untagged entry from the bank feed.  5. Each time I do another upload of the bank entries, I have to delete the entry again as QF does not recognise that it is a duplicate. Thank you. ",126138,9371,Silverfrost,,34881,1,0,2020-04-09T11:32:41.767Z,2020-05-21T18:48:14.965Z,12,bank-tagging-for-non-gbp-invoices,quickfile
"Can I just check, are you looking to tag transactions in a GBP account to invoices in other currencies? ",126617,2,Glenn,,34881,2,1,2020-04-15T21:25:36.396Z,2020-04-15T21:25:36.396Z,12,bank-tagging-for-non-gbp-invoices,quickfile
"Sorry for the late reply. Yes. Invoices issued in either USD or EUR. Customer pays in currency via electronic funds transfer direct to our bank. Our bank converts to GBP and credits our account. When I download the transactions from the bank, it would be easier if I had the option to _log a payment_ directly from the tag option rather than having to go into the invoice to do it manually and then deleting the downloaded transaction. The _upload statement_ procedure also then doesn’t recognise it as a duplicate and offer to skip the entry as with others. ",127060,9371,Silverfrost,2,34881,3,2,2020-04-23T10:43:36.589Z,2020-04-23T10:43:36.589Z,10,bank-tagging-for-non-gbp-invoices,quickfile
"Thanks for clarifying, we’re going to look into this further. ",127062,2,Glenn,3,34881,4,0,2020-04-23T10:50:52.317Z,2020-04-23T10:50:52.317Z,10,bank-tagging-for-non-gbp-invoices,quickfile
"[@Silverfrost](/u/silverfrost) we’ve now introduced an option to tag GBP bank entries to invoices denominated in any of the foreign currencies configured on your account. When tagging as a payment from a client or to a supplier you will see a checkbox to match to different currency invoices. We’ll then check any unpaid invoices in your chosen currency. [![mc-tagging-2](//quickfile-co-uk-forum-assets.s3.dualstack.eu- west-1.amazonaws.com/optimized/3X/6/6/667f01e31d666d2688d82e5e0550f995d3c554ce_2_690x511.gif)mc- tagging-21186×880 370 KB](//quickfile-co-uk-forum-assets.s3.dualstack.eu- west-1.amazonaws.com/original/3X/6/6/667f01e31d666d2688d82e5e0550f995d3c554ce.gif ""mc-tagging-2"") There’s also an option to modify the “ **Exchange rate allowance** ”, this sets the + / - percentage amount in GB to ensure that the appropriate invoices are picked up in the list. Hope that helps! ",128811,2,Glenn,3,34881,5,0,2020-05-21T18:47:31.104Z,2020-05-21T18:47:31.104Z,10,bank-tagging-for-non-gbp-invoices,quickfile
Wonderful - thank you so much - I have just used it and it works! Saves me a lot of time and clicks ![:grinning:](https://community.quickfile.co.uk/images/emoji/twitter/grinning.png?v=9) ,128878,9371,Silverfrost,,34881,6,0,2020-05-22T16:26:10.914Z,2020-05-22T16:26:10.914Z,7,bank-tagging-for-non-gbp-invoices,quickfile
This topic was automatically closed after 14 days. New replies are no longer allowed. ,129620,3328,QFMathew,,34881,7,0,2020-06-05T17:06:59.238Z,2020-06-05T17:06:59.238Z,1,bank-tagging-for-non-gbp-invoices,quickfile
Just set up quickfile as was given a quickfile email address how to I access it to retrive password as have been logged out as went to lunch? thanks ,128852,14026,lilaclady,,35453,1,0,2020-05-22T14:07:52.400Z,2020-05-22T14:07:52.400Z,13,how-do-i-access-my-quickfile-email-address,quickfile
HI [@lilaclady](/u/lilaclady) Does the email address end in “@post.quickfile.co.uk”? ,128853,3328,QFMathew,,35453,2,1,2020-05-22T14:08:49.427Z,2020-05-22T14:08:49.427Z,13,how-do-i-access-my-quickfile-email-address,quickfile
@quickfile-affinity.co.uk  thanks ,128854,14026,lilaclady,2,35453,3,1,2020-05-22T14:09:46.322Z,2020-05-22T14:09:46.322Z,14,how-do-i-access-my-quickfile-email-address,quickfile
"Hi [@lilaclady](/u/lilaclady) Thanks for your reply. These are dummy email addresses for the purpose of allowing you to have multiple accounts for 1 login via Affinity. They don’t exist. If this is an admin on an account, any system emails will instead go to the administrator of the Affinity account. There’s some more information on this here: [QuickFile Affinity overview](https://community.quickfile.co.uk/t/quickfile-affinity- overview/8828#what-are-quickfile-affinity-co-uk-email-addresses-for) ",128855,3328,QFMathew,3,35453,4,1,2020-05-22T14:12:32.971Z,2020-05-22T14:12:32.971Z,13,how-do-i-access-my-quickfile-email-address,quickfile
"sorry I still don’t understand how I can access the account I set up, the quickfile-affinity email populated itself when I signed up with a hidden password when I put in my personal email address for a password recovery it says not valid, I am the only person involved in the account was just trying to set up a new company to run along side the partnership I already run as far as I am aware have not yet linked them together ",128857,14026,lilaclady,4,35453,5,1,2020-05-22T14:20:43.382Z,2020-05-22T14:20:43.382Z,13,how-do-i-access-my-quickfile-email-address,quickfile
"Hi [@lilaclady](/u/lilaclady) If it’s set up with an Affinity email address, it would suggest the account is linked to QuickFile Affinity (<https://affinity.quickfile.co.uk>). The Affinity email address _doesn’t exist_ , so there’s no way to access it. Did you set up the account yourself, or did someone do it on your behalf (e.g. an accountant)? ",128858,3328,QFMathew,5,35453,6,1,2020-05-22T14:23:16.860Z,2020-05-22T14:23:33.166Z,13,how-do-i-access-my-quickfile-email-address,quickfile
"I set it up this morning myself just went to lunch and it logged out, so need to be able to log back in I saved the log in page to my favourites but didn’t realise i either needed to change email or find the password they used ",128859,14026,lilaclady,6,35453,7,1,2020-05-22T14:26:11.529Z,2020-05-22T14:26:11.529Z,13,how-do-i-access-my-quickfile-email-address,quickfile
